,,,,,,Distance.Time,
"2431|""2431""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20948""|""3594""|""OK""",
"2432|""2432""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""8309""|""2228""|""OK""",
"2433|""2433""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20287""|""3299""|""OK"""
"2434|""2434""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20111""|""3170""|""OK""",
"2435|""2435""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""21775""|""3341""|""OK""",
"2436|""2436""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""22456""|""4285""|""OK""",
"2437|""2437""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20332""|""3332""|""OK""",
"2438|""2438""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20737""|""3233""|""OK""",
"2439|""2439""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20910""|""3365""|""OK""",
"2440|""2440""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""23688""|""3598""|""OK""",
"2441|""2441""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""20859""|""2975""|""OK""",
"2442|""2442""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""23606""|""4138""|""OK""",
"2443|""2443""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""23652""|""3792""|""OK""",
"2444|""2444""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""23776""|""3683""|""OK""",
"2445|""2445""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""23946""|""4148""|""OK""",
"2446|""2446""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""25136""|""4327""|""OK""",
"2447|""2447""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""25312""|""4480""|""OK""",
"2448|""2448""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""9101 S Clyde Ave", Chicago,IL 60617,"USA""|""10136""|""2470""|""OK""",
"2449|""2449""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""5275""|""1655""|""OK""",
"2450|""2450""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""21265""|""3078""|""OK""",
"2451|""2451""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""21265""|""3078""|""OK""",
"2452|""2452""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""8706""|""2741""|""OK""",
"2453|""2453""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""11872""|""3475""|""OK""",
"2454|""2454""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""11106""|""2082""|""OK""",
"2455|""2455""|""641 W 63rd St", Chicago,IL 60637,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""10069""|""2420""|""OK""",
"2456|""2456""|""654 E 47th St", Chicago,IL 60653,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""13423""|""3724""|""OK""",
"2457|""2457""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""15720""|""3174""|""OK""",
"2458|""2458""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""12604""|""3400""|""OK""",
"2459|""2459""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""11623""|""3467""|""OK""",
"2460|""2460""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""8223""|""2550""|""OK""",
"2461|""2461""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""18283""|""2984""|""OK""",
"2462|""2462""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""2937""|""1194""|""OK""",
"2463|""2463""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22435""|""3445""|""OK""",
"2464|""2464""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""26130""|""3911""|""OK""",
"2465|""2465""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22981""|""3985""|""OK""",
"2466|""2466""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22172""|""3921""|""OK""",
"2467|""2467""|""200 E 115th St", Chicago,IL 60628,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""2997""|""861""|""OK""",
"2468|""2468""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""4112""|""1544""|""OK""",
"2469|""2469""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""31993""|""4519""|""OK""",
"2470|""2470""|""200 E 115th St", Chicago,IL 60628,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""2997""|""861""|""OK""",
"2471|""2471""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""33110""|""5959""|""OK""",
"2472|""2472""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""29394""|""4423""|""OK""",
"2473|""2473""|""29 E Madison St", Chicago,IL 60602,"USA""|""10310 S State St", Chicago,IL 60628,"USA""|""20491""|""1652""|""OK""",
"2474|""2474""|""641 W 63rd St", Chicago,IL 60637,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""10069""|""2420""|""OK""",
"2475|""2475""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""20813""|""2988""|""OK""",
"2476|""2476""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""7706""|""2516""|""OK""",
"2477|""2477""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""14782""|""3177""|""OK""",
"2478|""2478""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""13368""|""3590""|""OK""",
"2479|""2479""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""13238""|""3444""|""OK""",
"2480|""2480""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""7835""|""2148""|""OK""",
"2481|""2481""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""9732""|""2734""|""OK""",
"2482|""2482""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""18283""|""2984""|""OK""",
"2483|""2483""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""2937""|""1194""|""OK""",
"2484|""2484""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""23056""|""3588""|""OK"""
"2485|""2485""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22881""|""3455""|""OK""",
"2486|""2486""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""23463""|""3301""|""OK""",
"2487|""2487""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""25869""|""3930""|""OK""",
"2488|""2488""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22524""|""3581""|""OK""",
"2489|""2489""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""21918""|""3425""|""OK""",
"2490|""2490""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""23534""|""4093""|""OK""",
"2491|""2491""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""25377""|""3558""|""OK""",
"2492|""2492""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""22435""|""3445""|""OK""",
"2493|""2493""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""25917""|""4718""|""OK""",
"2494|""2494""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""24498""|""3752""|""OK""",
"2495|""2495""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""25546""|""4093""|""OK""",
"2496|""2496""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""26322""|""4309""|""OK""",
"2497|""2497""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""25953""|""3982""|""OK""",
"2498|""2498""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""26334""|""4279""|""OK""",
"2499|""2499""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""8 E 103rd Pl", Chicago,IL 60628,"USA""|""2873""|""685""|""OK""",
"2500|""2500""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""8047""|""1739""|""OK""",
"2501|""2501""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""25056""|""3274""|""OK""",
"2502|""2502""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""25056""|""3274""|""OK""",
"2503|""2503""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""11327""|""2798""|""OK""",
"2504|""2504""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""15598""|""3853""|""OK""",
"2505|""2505""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""17514""|""2690""|""OK""",
"2506|""2506""|""641 W 63rd St", Chicago,IL 60637,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""16477""|""3028""|""OK""",
"2507|""2507""|""654 E 47th St", Chicago,IL 60653,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""16044""|""3781""|""OK""",
"2508|""2508""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""17100""|""3113""|""OK""",
"2509|""2509""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""18952""|""4250""|""OK""",
"2510|""2510""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""17073""|""3164""|""OK""",
"2511|""2511""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""14678""|""3968""|""OK""",
"2512|""2512""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""21055""|""3068""|""OK""",
"2513|""2513""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""11068""|""2775""|""OK""",
"2514|""2514""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""30236""|""4109""|""OK""",
"2515|""2515""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""33930""|""4575""|""OK""",
"2516|""2516""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""29389""|""4533""|""OK""",
"2517|""2517""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""28580""|""4979""|""OK""",
"2518|""2518""|""200 E 115th St", Chicago,IL 60628,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""7259""|""1616""|""OK""",
"2519|""2519""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""9664""|""2217""|""OK""",
"2520|""2520""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""38401""|""5127""|""OK""",
"2521|""2521""|""200 E 115th St", Chicago,IL 60628,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""7259""|""1616""|""OK""",
"2522|""2522""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""39594""|""6581""|""OK""",
"2523|""2523""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""35802""|""5031""|""OK""",
"2524|""2524""|""29 E Madison St", Chicago,IL 60602,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""24666""|""1817""|""OK""",
"2525|""2525""|""641 W 63rd St", Chicago,IL 60637,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""16477""|""3028""|""OK""",
"2526|""2526""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""25084""|""3319""|""OK""",
"2527|""2527""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""13584""|""3185""|""OK""",
"2528|""2528""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""21738""|""5046""|""OK""",
"2529|""2529""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""14681""|""3153""|""OK""",
"2530|""2530""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""16439""|""3264""|""OK""",
"2531|""2531""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""12152""|""2443""|""OK""",
"2532|""2532""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""15395""|""2821""|""OK""",
"2533|""2533""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""21055""|""3068""|""OK""",
"2534|""2534""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""11068""|""2775""|""OK""",
"2535|""2535""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""26259""|""4103""|""OK"""
"2536|""2536""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""26083""|""3974""|""OK""",
"2537|""2537""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""29871""|""3909""|""OK""",
"2538|""2538""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""32277""|""4538""|""OK""",
"2539|""2539""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""26304""|""4136""|""OK""",
"2540|""2540""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""26063""|""4100""|""OK""",
"2541|""2541""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""27770""|""4427""|""OK""",
"2542|""2542""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""31785""|""4166""|""OK""",
"2543|""2543""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""30236""|""4109""|""OK""",
"2544|""2544""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""32325""|""5226""|""OK""",
"2545|""2545""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""29757""|""4596""|""OK""",
"2546|""2546""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""29600""|""4637""|""OK""",
"2547|""2547""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""32049""|""5166""|""OK""",
"2548|""2548""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""32361""|""4590""|""OK""",
"2549|""2549""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""32742""|""4887""|""OK""",
"2550|""2550""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""E 104th St", Chicago,IL 60628,"USA""|""10030""|""1875""|""OK""",
"2551|""2551""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2552|""2552""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2553|""2553""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2554|""2554""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2555|""2555""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2556|""2556""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2557|""2557""|""641 W 63rd St", Chicago,IL 60637,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2558|""2558""|""654 E 47th St", Chicago,IL 60653,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2559|""2559""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2560|""2560""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2561|""2561""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2562|""2562""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2563|""2563""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2564|""2564""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2565|""2565""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2566|""2566""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2567|""2567""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2568|""2568""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2569|""2569""|""200 E 115th St", Chicago,IL 60628,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2570|""2570""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2571|""2571""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2572|""2572""|""200 E 115th St", Chicago,IL 60628,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2573|""2573""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2574|""2574""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2575|""2575""|""29 E Madison St", Chicago,IL 60602,"USA""|""11080 S Stony Island Ave", Chicago,IL 60633,"USA""|""25952""|""1825""|""OK""",
"2576|""2576""|""641 W 63rd St", Chicago,IL 60637,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2577|""2577""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2578|""2578""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2579|""2579""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2580|""2580""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2581|""2581""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2582|""2582""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2583|""2583""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2584|""2584""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2585|""2585""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,,
"2586|""2586""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""41.6906385662062","-87.5698357426607""|""ZERO_RESULTS""|""ZERO_RESULTS""|""ZERO_RESULTS""",,
